model,prompt_tokens,batch_size,ubatch_size,n_gen,repetitions,bench_json,gpu_csv 
"LLMs\Phi-3.5-mini-instruct-Q8_0.gguf",4096,4096,4096,0,100,"prefill-bench-results\Phi-3.5-mini-instruct-Q8_0_p4096_b4096_ub4096_n0_r100.json","prefill-bench-results\Phi-3.5-mini-instruct-Q8_0_p4096_b4096_ub4096_n0_r100.gpu.csv" 
"LLMs\Qwen3-4B-Q8_0.gguf",512,4096,4096,0,100,"prefill-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub4096_n0_r100.json","prefill-bench-results\Qwen3-4B-Q8_0_p512_b4096_ub4096_n0_r100.gpu.csv" 
"LLMs\Qwen3-4B-Q8_0.gguf",768,4096,4096,0,100,"prefill-bench-results\Qwen3-4B-Q8_0_p768_b4096_ub4096_n0_r100.json","prefill-bench-results\Qwen3-4B-Q8_0_p768_b4096_ub4096_n0_r100.gpu.csv" 
"LLMs\Qwen3-4B-Q8_0.gguf",1024,4096,4096,0,100,"prefill-bench-results\Qwen3-4B-Q8_0_p1024_b4096_ub4096_n0_r100.json","prefill-bench-results\Qwen3-4B-Q8_0_p1024_b4096_ub4096_n0_r100.gpu.csv" 
"LLMs\Qwen3-4B-Q8_0.gguf",1280,4096,4096,0,100,"prefill-bench-results\Qwen3-4B-Q8_0_p1280_b4096_ub4096_n0_r100.json","prefill-bench-results\Qwen3-4B-Q8_0_p1280_b4096_ub4096_n0_r100.gpu.csv" 
"LLMs\Qwen3-4B-Q8_0.gguf",1536,4096,4096,0,100,"prefill-bench-results\Qwen3-4B-Q8_0_p1536_b4096_ub4096_n0_r100.json","prefill-bench-results\Qwen3-4B-Q8_0_p1536_b4096_ub4096_n0_r100.gpu.csv" 
"LLMs\Qwen3-4B-Q8_0.gguf",1792,4096,4096,0,100,"prefill-bench-results\Qwen3-4B-Q8_0_p1792_b4096_ub4096_n0_r100.json","prefill-bench-results\Qwen3-4B-Q8_0_p1792_b4096_ub4096_n0_r100.gpu.csv" 
"LLMs\Qwen3-4B-Q8_0.gguf",2048,4096,4096,0,100,"prefill-bench-results\Qwen3-4B-Q8_0_p2048_b4096_ub4096_n0_r100.json","prefill-bench-results\Qwen3-4B-Q8_0_p2048_b4096_ub4096_n0_r100.gpu.csv" 
"LLMs\Qwen3-4B-Q8_0.gguf",2304,4096,4096,0,100,"prefill-bench-results\Qwen3-4B-Q8_0_p2304_b4096_ub4096_n0_r100.json","prefill-bench-results\Qwen3-4B-Q8_0_p2304_b4096_ub4096_n0_r100.gpu.csv" 
"LLMs\Qwen3-4B-Q8_0.gguf",2560,4096,4096,0,100,"prefill-bench-results\Qwen3-4B-Q8_0_p2560_b4096_ub4096_n0_r100.json","prefill-bench-results\Qwen3-4B-Q8_0_p2560_b4096_ub4096_n0_r100.gpu.csv" 
"LLMs\Qwen3-4B-Q8_0.gguf",2816,4096,4096,0,100,"prefill-bench-results\Qwen3-4B-Q8_0_p2816_b4096_ub4096_n0_r100.json","prefill-bench-results\Qwen3-4B-Q8_0_p2816_b4096_ub4096_n0_r100.gpu.csv" 
"LLMs\Qwen3-4B-Q8_0.gguf",3072,4096,4096,0,100,"prefill-bench-results\Qwen3-4B-Q8_0_p3072_b4096_ub4096_n0_r100.json","prefill-bench-results\Qwen3-4B-Q8_0_p3072_b4096_ub4096_n0_r100.gpu.csv" 
"LLMs\Qwen3-4B-Q8_0.gguf",3328,4096,4096,0,100,"prefill-bench-results\Qwen3-4B-Q8_0_p3328_b4096_ub4096_n0_r100.json","prefill-bench-results\Qwen3-4B-Q8_0_p3328_b4096_ub4096_n0_r100.gpu.csv" 
"LLMs\Qwen3-4B-Q8_0.gguf",3584,4096,4096,0,100,"prefill-bench-results\Qwen3-4B-Q8_0_p3584_b4096_ub4096_n0_r100.json","prefill-bench-results\Qwen3-4B-Q8_0_p3584_b4096_ub4096_n0_r100.gpu.csv" 
"LLMs\Qwen3-4B-Q8_0.gguf",3840,4096,4096,0,100,"prefill-bench-results\Qwen3-4B-Q8_0_p3840_b4096_ub4096_n0_r100.json","prefill-bench-results\Qwen3-4B-Q8_0_p3840_b4096_ub4096_n0_r100.gpu.csv" 
"LLMs\Qwen3-4B-Q8_0.gguf",4096,4096,4096,0,100,"prefill-bench-results\Qwen3-4B-Q8_0_p4096_b4096_ub4096_n0_r100.json","prefill-bench-results\Qwen3-4B-Q8_0_p4096_b4096_ub4096_n0_r100.gpu.csv" 
